,Comp_Time,Comp_Time_2,Source,Patient_ID_#,Sample_ID,Rack,Verify,Test_Name,Result,Result_NEW,Result_NEW_2,Result_NEW_log,Units,Comp_Time_3,Date,Date_2,Day,Month,Year,Time,Flags,LIS,Instrument,RLU,Pipettor,Sample_Type,Sample_Priority,Control_or_calibrator_occurrence,Date_full_counter,Date_counter,Test_ID,Reagent_Pack_Lot_#,Reagent_Pack_Serial_#,Dilution,Calibrator_level,Load_Date/Time,Diluent_Pack_Lot_#,Diluent_Pack_Serial_#,Control_abnormal,Patient_abnormal,Patient_abnormal_2,Control_patient_abnormal,Unnamed: 42,Cali_Line
10,2014-04-08 03:35:00,8/4/14 3:35,04-09-14-11-10-58.csv,328530,TSHCalS3,205.0,,TSH,4.42,4.42,0.645422269,-0.190156054,uIU/mL,8/4/14 3:35,8-Apr-14,8/4/14,Tue,Apr,2014,3:35:00,,,603170,1307060.0,3.0,Serum,calibrator,11.0,45.0,17220.0,183,334923.0,21468.0,1,3,4/8/14 14:44,,,0.0,0,,0,,0.172450763
11,2014-04-08 03:35:00,8/4/14 3:35,04-10-14-09-02-57.csv,328530,TSHCalS3,205.0,,TSH,4.42,4.42,0.645422269,-0.190156054,uIU/mL,8/4/14 3:35,8-Apr-14,8/4/14,Tue,Apr,2014,3:35:00,,,603170,1307060.0,3.0,Serum,calibrator,12.0,46.0,17220.0,183,334923.0,21468.0,1,3,4/8/14 14:44,,,0.0,0,,0,,0.172450763
12,2014-04-08 03:36:00,8/4/14 3:36,04-09-14-11-10-58.csv,328530,TSHCalS3,205.0,,TSH,4.41,4.41,0.644438589,-0.190818462,uIU/mL,8/4/14 3:36,8-Apr-14,8/4/14,Tue,Apr,2014,3:36:00,,,603170,1304439.0,3.0,Serum,calibrator,13.0,47.0,17220.0,183,334923.0,21468.0,1,3,4/8/14 14:44,,,0.0,0,,0,,0.172450763
13,2014-04-08 03:36:00,8/4/14 3:36,04-10-14-09-02-57.csv,328530,TSHCalS3,205.0,,TSH,4.41,4.41,0.644438589,-0.190818462,uIU/mL,8/4/14 3:36,8-Apr-14,8/4/14,Tue,Apr,2014,3:36:00,,,603170,1304439.0,3.0,Serum,calibrator,14.0,48.0,17220.0,183,334923.0,21468.0,1,3,4/8/14 14:44,,,0.0,0,,0,,0.172450763
14,2014-04-08 03:37:00,8/4/14 3:37,04-10-14-09-02-57.csv,328530,TSHCalS4,209.0,,TSH,8.93,8.93,0.950851459,-0.021887322999999997,uIU/mL,8/4/14 3:37,8-Apr-14,8/4/14,Tue,Apr,2014,3:37:00,,,603170,2566584.0,3.0,Serum,calibrator,2.0,54.0,17220.0,183,334923.0,21468.0,1,4,4/8/14 14:44,,,0.0,0,,0,,0.172450763
15,2014-04-08 03:37:00,8/4/14 3:37,04-09-14-11-10-58.csv,328530,TSHCalS4,209.0,,TSH,8.93,8.93,0.950851459,-0.021887322999999997,uIU/mL,8/4/14 3:37,8-Apr-14,8/4/14,Tue,Apr,2014,3:37:00,,,603170,2566584.0,3.0,Serum,calibrator,1.0,53.0,17220.0,183,334923.0,21468.0,1,4,4/8/14 14:44,,,0.0,0,,0,,0.172450763
16,2014-04-08 03:38:00,8/4/14 3:38,04-09-14-11-10-58.csv,328530,TSHCalS4,209.0,,TSH,8.84,8.84,0.946452265,-0.023901285,uIU/mL,8/4/14 3:38,8-Apr-14,8/4/14,Tue,Apr,2014,3:38:00,,,603170,2541266.0,3.0,Serum,calibrator,3.0,55.0,17220.0,183,334923.0,21468.0,1,4,4/8/14 14:44,,,0.0,0,,0,,0.172450763
17,2014-04-08 03:38:00,8/4/14 3:38,04-10-14-09-02-57.csv,328530,TSHCalS4,209.0,,TSH,8.84,8.84,0.946452265,-0.023901285,uIU/mL,8/4/14 3:38,8-Apr-14,8/4/14,Tue,Apr,2014,3:38:00,,,603170,2541266.0,3.0,Serum,calibrator,4.0,56.0,17220.0,183,334923.0,21468.0,1,4,4/8/14 14:44,,,0.0,0,,0,,0.172450763
18,2014-04-08 03:38:00,8/4/14 3:38,04-09-14-11-10-58.csv,328530,TSHCalS5,209.0,,TSH,98.39,98.39,1.992950961,0.299496612,uIU/mL,8/4/14 3:38,8-Apr-14,8/4/14,Tue,Apr,2014,3:38:00,,,603170,14901603.0,3.0,Serum,calibrator,1.0,59.0,17220.0,183,334923.0,21468.0,1,5,4/8/14 14:44,,,0.0,0,,0,,0.172450763
19,2014-04-08 03:38:00,8/4/14 3:38,04-10-14-09-02-57.csv,328530,TSHCalS5,209.0,,TSH,98.39,98.39,1.992950961,0.299496612,uIU/mL,8/4/14 3:38,8-Apr-14,8/4/14,Tue,Apr,2014,3:38:00,,,603170,14901603.0,3.0,Serum,calibrator,2.0,60.0,17220.0,183,334923.0,21468.0,1,5,4/8/14 14:44,,,0.0,0,,0,,0.172450763
20,2014-04-08 03:39:00,8/4/14 3:39,04-09-14-11-10-58.csv,328530,TSHCalS5,209.0,,TSH,105.98,105.98,2.025223915,0.306473047,uIU/mL,8/4/14 3:39,8-Apr-14,8/4/14,Tue,Apr,2014,3:39:00,,,603170,15401426.0,3.0,Serum,calibrator,3.0,61.0,17220.0,183,334923.0,21468.0,1,5,4/8/14 14:44,,,0.0,0,,0,,0.172450763
21,2014-04-08 03:39:00,8/4/14 3:39,04-10-14-09-02-57.csv,328530,TSHCalS5,209.0,,TSH,105.98,105.98,2.025223915,0.306473047,uIU/mL,8/4/14 3:39,8-Apr-14,8/4/14,Tue,Apr,2014,3:39:00,,,603170,15401426.0,3.0,Serum,calibrator,4.0,62.0,17220.0,183,334923.0,21468.0,1,5,4/8/14 14:44,,,0.0,0,,0,,0.172450763
22,2014-04-10 11:57:00,10/4/14 11:57,04-11-14-08-34-37.csv,328530,TSHCalS0,207.0,,TSH,0.0,0.0,0.0,0.0,uIU/mL,10/4/14 11:57,10-Apr-14,10/4/14,Thu,Apr,2014,11:57:00,,,603170,10609.0,2.0,Serum,calibrator,1.0,4.0,17222.0,183,334923.0,6284.0,1,0,4/10/14 11:09,,,0.0,0,,0,,0.172450763
23,2014-04-10 11:57:00,10/4/14 11:57,04-11-14-08-34-37.csv,328530,TSHCalS1,207.0,,TSH,0.1,0.1,-1.0,0.0,uIU/mL,10/4/14 11:57,10-Apr-14,10/4/14,Thu,Apr,2014,11:57:00,,,603170,36678.0,2.0,Serum,calibrator,2.0,5.0,17222.0,183,334923.0,6284.0,1,1,4/10/14 11:09,,,0.0,0,,0,,0.172450763
24,2014-04-10 11:58:00,10/4/14 11:58,04-11-14-08-34-37.csv,328530,TSHCalS1,207.0,,TSH,0.1,0.1,-1.0,0.0,uIU/mL,10/4/14 11:58,10-Apr-14,10/4/14,Thu,Apr,2014,11:58:00,,,603170,36011.0,2.0,Serum,calibrator,3.0,6.0,17222.0,183,334923.0,6284.0,1,1,4/10/14 11:09,,,0.0,0,,0,,0.172450763
25,2014-04-10 11:59:00,10/4/14 11:59,04-11-14-08-34-37.csv,328530,TSHCalS2,207.0,,TSH,0.51,0.51,-0.292429824,0.0,uIU/mL,10/4/14 11:59,10-Apr-14,10/4/14,Thu,Apr,2014,11:59:00,,,603170,140003.0,2.0,Serum,calibrator,4.0,7.0,17222.0,183,334923.0,6284.0,1,2,4/10/14 11:09,,,0.0,0,,0,,0.172450763
26,2014-04-10 11:59:00,10/4/14 11:59,04-11-14-08-34-37.csv,328530,TSHCalS2,207.0,,TSH,0.51,0.51,-0.292429824,0.0,uIU/mL,10/4/14 11:59,10-Apr-14,10/4/14,Thu,Apr,2014,11:59:00,,,603170,140320.0,2.0,Serum,calibrator,5.0,8.0,17222.0,183,334923.0,6284.0,1,2,4/10/14 11:09,,,0.0,0,,0,,0.172450763
27,2014-04-10 12:00:00,10/4/14 12:00,04-11-14-08-34-37.csv,328530,TSHCalS3,207.0,,TSH,3.95,3.95,0.596597096,-0.224318865,uIU/mL,10/4/14 12:00,10-Apr-14,10/4/14,Thu,Apr,2014,12:00:00,,,603170,1016294.0,2.0,Serum,calibrator,6.0,9.0,17222.0,183,334923.0,6284.0,1,3,4/10/14 11:09,,,0.0,0,,0,,0.172450763
28,2014-04-10 12:00:00,10/4/14 12:00,04-11-14-08-34-37.csv,328530,TSHCalS3,207.0,,TSH,4.09,4.09,0.611723308,-0.21344497199999998,uIU/mL,10/4/14 12:00,10-Apr-14,10/4/14,Thu,Apr,2014,12:00:00,,,603170,1051106.0,2.0,Serum,calibrator,7.0,10.0,17222.0,183,334923.0,6284.0,1,3,4/10/14 11:09,,,0.0,0,,0,,0.172450763
29,2014-04-10 12:01:00,10/4/14 12:01,04-11-14-08-34-37.csv,328530,TSHCalS4,208.0,,TSH,9.04,9.04,0.95616843,-0.019465599999999996,uIU/mL,10/4/14 12:01,10-Apr-14,10/4/14,Thu,Apr,2014,12:01:00,,,603170,2237494.0,2.0,Serum,calibrator,8.0,11.0,17222.0,183,334923.0,6284.0,1,4,4/10/14 11:09,,,0.0,0,,0,,0.172450763
30,2014-04-10 12:02:00,10/4/14 12:02,04-11-14-08-34-37.csv,328530,TSHCalS5,208.0,,TSH,98.84,98.84,1.9949327369999998,0.299928257,uIU/mL,10/4/14 12:02,10-Apr-14,10/4/14,Thu,Apr,2014,12:02:00,,,603170,14101039.0,2.0,Serum,calibrator,10.0,13.0,17222.0,183,334923.0,6284.0,1,5,4/10/14 11:09,,,0.0,0,,0,,0.172450763
31,2014-04-10 12:02:00,10/4/14 12:02,04-11-14-08-34-37.csv,328530,TSHCalS4,208.0,,TSH,10.38,10.38,1.016197354,0.00697806,uIU/mL,10/4/14 12:02,10-Apr-14,10/4/14,Thu,Apr,2014,12:02:00,,,603170,2542590.0,2.0,Serum,calibrator,9.0,12.0,17222.0,183,334923.0,6284.0,1,4,4/10/14 11:09,,,0.0,0,,0,,0.172450763
32,2014-04-10 12:03:00,10/4/14 12:03,04-11-14-08-34-37.csv,328530,TSHCalS5,208.0,,TSH,101.56,101.56,2.006722692,0.302487362,uIU/mL,10/4/14 12:03,10-Apr-14,10/4/14,Thu,Apr,2014,12:03:00,,,603170,14301801.0,2.0,Serum,calibrator,1.0,17.0,17222.0,183,334923.0,6284.0,1,5,4/10/14 11:09,,,0.0,0,,0,,0.172450763
33,2014-04-12 02:44:00,12/4/14 2:44,04-13-14-11-21-33.csv,328530,TSHCalS0,209.0,,TSH,0.0,0.0,0.0,0.0,uIU/mL,12/4/14 2:44,12-Apr-14,12/4/14,Sat,Apr,2014,2:44:00,,,603170,9626.0,1.0,Serum,calibrator,1.0,3.0,17224.0,183,334923.0,6314.0,1,0,4/12/14 13:57,,,0.0,0,,0,,0.172450763
34,2014-04-12 02:46:00,12/4/14 2:46,04-13-14-11-21-33.csv,328530,TSHCalS1,209.0,,TSH,0.1,0.1,-1.0,0.0,uIU/mL,12/4/14 2:46,12-Apr-14,12/4/14,Sat,Apr,2014,2:46:00,,,603170,37810.0,1.0,Serum,calibrator,2.0,4.0,17224.0,183,334923.0,6314.0,1,1,4/12/14 13:57,,,0.0,0,,0,,0.172450763
35,2014-04-12 02:46:00,12/4/14 2:46,04-13-14-11-21-33.csv,328530,TSHCalS1,209.0,,TSH,0.11,0.11,-0.958607315,0.0,uIU/mL,12/4/14 2:46,12-Apr-14,12/4/14,Sat,Apr,2014,2:46:00,,,603170,39435.0,1.0,Serum,calibrator,3.0,5.0,17224.0,183,334923.0,6314.0,1,1,4/12/14 13:57,,,0.0,0,,0,,0.172450763
36,2014-04-12 02:47:00,12/4/14 2:47,04-13-14-11-21-33.csv,328530,TSHCalS2,209.0,,TSH,0.49,0.49,-0.30980392,0.0,uIU/mL,12/4/14 2:47,12-Apr-14,12/4/14,Sat,Apr,2014,2:47:00,,,603170,146576.0,1.0,Serum,calibrator,4.0,6.0,17224.0,183,334923.0,6314.0,1,2,4/12/14 13:57,,,0.0,0,,0,,0.172450763
37,2014-04-12 02:47:00,12/4/14 2:47,04-13-14-11-21-33.csv,328530,TSHCalS2,209.0,,TSH,0.5,0.5,-0.301029996,0.0,uIU/mL,12/4/14 2:47,12-Apr-14,12/4/14,Sat,Apr,2014,2:47:00,,,603170,148001.0,1.0,Serum,calibrator,5.0,7.0,17224.0,183,334923.0,6314.0,1,2,4/12/14 13:57,,,0.0,0,,0,,0.172450763
38,2014-04-12 02:48:00,12/4/14 2:48,04-13-14-11-21-33.csv,328530,TSHCalS3,209.0,,TSH,3.78,3.78,0.5774918000000001,-0.23845417800000002,uIU/mL,12/4/14 2:48,12-Apr-14,12/4/14,Sat,Apr,2014,2:48:00,,,603170,1054354.0,1.0,Serum,calibrator,6.0,8.0,17224.0,183,334923.0,6314.0,1,3,4/12/14 13:57,,,0.0,0,,0,,0.172450763
39,2014-04-12 02:49:00,12/4/14 2:49,04-13-14-11-21-33.csv,328530,TSHCalS4,201.0,,TSH,9.57,9.57,0.980911938,-0.00836998,uIU/mL,12/4/14 2:49,12-Apr-14,12/4/14,Sat,Apr,2014,2:49:00,,,603170,2544496.0,1.0,Serum,calibrator,8.0,10.0,17224.0,183,334923.0,6314.0,1,4,4/12/14 13:57,,,0.0,0,,0,,0.172450763
40,2014-04-12 02:49:00,12/4/14 2:49,04-13-14-11-21-33.csv,328530,TSHCalS3,209.0,,TSH,4.3,4.3,0.633468456,-0.198275006,uIU/mL,12/4/14 2:49,12-Apr-14,12/4/14,Sat,Apr,2014,2:49:00,,,603170,1191380.0,1.0,Serum,calibrator,7.0,9.0,17224.0,183,334923.0,6314.0,1,3,4/12/14 13:57,,,0.0,0,,0,,0.172450763
41,2014-04-12 02:50:00,12/4/14 2:50,04-13-14-11-21-33.csv,328530,TSHCalS4,201.0,,TSH,9.95,9.95,0.997823081,-0.0009464539999999999,uIU/mL,12/4/14 2:50,12-Apr-14,12/4/14,Sat,Apr,2014,2:50:00,,,603170,2636197.0,1.0,Serum,calibrator,9.0,11.0,17224.0,183,334923.0,6314.0,1,4,4/12/14 13:57,,,0.0,0,,0,,0.172450763
42,2014-04-12 02:50:00,12/4/14 2:50,04-13-14-11-21-33.csv,328530,TSHCalS5,201.0,,TSH,101.82,101.82,2.007833093,0.302727608,uIU/mL,12/4/14 2:50,12-Apr-14,12/4/14,Sat,Apr,2014,2:50:00,,,603170,15490201.0,1.0,Serum,calibrator,10.0,12.0,17224.0,183,334923.0,6314.0,1,5,4/12/14 13:57,,,0.0,0,,0,,0.172450763
43,2014-04-12 02:51:00,12/4/14 2:51,04-13-14-11-21-33.csv,328530,TSHCalS5,201.0,,TSH,98.22,98.22,1.99219993,0.29933292100000003,uIU/mL,12/4/14 2:51,12-Apr-14,12/4/14,Sat,Apr,2014,2:51:00,,,603170,15198229.0,1.0,Serum,calibrator,11.0,13.0,17224.0,183,334923.0,6314.0,1,5,4/12/14 13:57,,,0.0,0,,0,,0.172450763
44,2014-04-12 12:02:00,12/4/14 12:02,04-13-14-11-21-33.csv,328530,TSHCalS0,204.0,,TSH,0.0,0.0,0.0,0.0,uIU/mL,12/4/14 12:02,12-Apr-14,12/4/14,Sat,Apr,2014,12:02:00,,,603170,10848.0,4.0,Serum,calibrator,1.0,21.0,17224.0,183,334923.0,6282.0,1,0,4/12/14 11:14,,,0.0,0,,0,,0.172450763
45,2014-04-12 12:03:00,12/4/14 12:03,04-13-14-11-21-33.csv,328530,TSHCalS1,204.0,,TSH,0.11,0.11,-0.958607315,0.0,uIU/mL,12/4/14 12:03,12-Apr-14,12/4/14,Sat,Apr,2014,12:03:00,,,603170,38223.0,4.0,Serum,calibrator,2.0,22.0,17224.0,183,334923.0,6282.0,1,1,4/12/14 11:14,,,0.0,0,,0,,0.172450763
46,2014-04-12 12:04:00,12/4/14 12:04,04-13-14-11-21-33.csv,328530,TSHCalS1,204.0,,TSH,0.11,0.11,-0.958607315,0.0,uIU/mL,12/4/14 12:04,12-Apr-14,12/4/14,Sat,Apr,2014,12:04:00,,,603170,39267.0,4.0,Serum,calibrator,3.0,23.0,17224.0,183,334923.0,6282.0,1,1,4/12/14 11:14,,,0.0,0,,0,,0.172450763
47,2014-04-12 12:05:00,12/4/14 12:05,04-13-14-11-21-33.csv,328530,TSHCalS2,204.0,,TSH,0.49,0.49,-0.30980392,0.0,uIU/mL,12/4/14 12:05,12-Apr-14,12/4/14,Sat,Apr,2014,12:05:00,,,603170,139298.0,4.0,Serum,calibrator,5.0,25.0,17224.0,183,334923.0,6282.0,1,2,4/12/14 11:14,,,0.0,0,,0,,0.172450763
48,2014-04-12 12:05:00,12/4/14 12:05,04-13-14-11-21-33.csv,328530,TSHCalS2,204.0,,TSH,0.47,0.47,-0.327902142,0.0,uIU/mL,12/4/14 12:05,12-Apr-14,12/4/14,Sat,Apr,2014,12:05:00,,,603170,133244.0,4.0,Serum,calibrator,4.0,24.0,17224.0,183,334923.0,6282.0,1,2,4/12/14 11:14,,,0.0,0,,0,,0.172450763
49,2014-04-12 12:06:00,12/4/14 12:06,04-13-14-11-21-33.csv,328530,TSHCalS3,204.0,,TSH,3.92,3.92,0.5932860670000001,-0.22673585100000002,uIU/mL,12/4/14 12:06,12-Apr-14,12/4/14,Sat,Apr,2014,12:06:00,,,603170,1011942.0,4.0,Serum,calibrator,6.0,26.0,17224.0,183,334923.0,6282.0,1,3,4/12/14 11:14,,,0.0,0,,0,,0.172450763
50,2014-04-12 12:06:00,12/4/14 12:06,04-13-14-11-21-33.csv,328530,TSHCalS3,204.0,,TSH,4.07,4.07,0.609594409,-0.214959025,uIU/mL,12/4/14 12:06,12-Apr-14,12/4/14,Sat,Apr,2014,12:06:00,,,603170,1049582.0,4.0,Serum,calibrator,7.0,27.0,17224.0,183,334923.0,6282.0,1,3,4/12/14 11:14,,,0.0,0,,0,,0.172450763
51,2014-04-12 12:07:00,12/4/14 12:07,04-13-14-11-21-33.csv,328530,TSHCalS4,206.0,,TSH,10.53,10.53,1.022428371,0.009632891999999999,uIU/mL,12/4/14 12:07,12-Apr-14,12/4/14,Sat,Apr,2014,12:07:00,,,603170,2584032.0,4.0,Serum,calibrator,8.0,28.0,17224.0,183,334923.0,6282.0,1,4,4/12/14 11:14,,,0.0,0,,0,,0.172450763
52,2014-04-12 12:08:00,12/4/14 12:08,04-13-14-11-21-33.csv,328530,TSHCalS4,206.0,,TSH,9.35,9.35,0.9708116109999999,-0.012865038,uIU/mL,12/4/14 12:08,12-Apr-14,12/4/14,Sat,Apr,2014,12:08:00,,,603170,2314461.0,4.0,Serum,calibrator,9.0,29.0,17224.0,183,334923.0,6282.0,1,4,4/12/14 11:14,,,0.0,0,,0,,0.172450763
53,2014-04-12 12:08:00,12/4/14 12:08,04-13-14-11-21-33.csv,328530,TSHCalS5,206.0,,TSH,103.43,103.43,2.014646525,0.304198859,uIU/mL,12/4/14 12:08,12-Apr-14,12/4/14,Sat,Apr,2014,12:08:00,,,603170,15676265.0,4.0,Serum,calibrator,10.0,30.0,17224.0,183,334923.0,6282.0,1,5,4/12/14 11:14,,,0.0,0,,0,,0.172450763
54,2014-04-12 12:09:00,12/4/14 12:09,04-13-14-11-21-33.csv,328530,TSHCalS5,206.0,,TSH,96.19,96.19,1.983129925,0.297351168,uIU/mL,12/4/14 12:09,12-Apr-14,12/4/14,Sat,Apr,2014,12:09:00,,,603170,15026504.0,4.0,Serum,calibrator,11.0,31.0,17224.0,183,334923.0,6282.0,1,5,4/12/14 11:14,,,0.0,0,,0,,0.172450763
55,2014-05-20 18:47:00,20/5/14 18:47,05-21-14-08-56-53.csv,328530,TSHCalS0,207.0,,TSH,0.0,0.0,0.0,0.0,uIU/mL,20/5/14 18:47,20-May-14,20/5/14,Tue,May,2014,18:47:00,,,603170,12067.0,4.0,Serum,calibrator,13.0,16.0,17256.0,183,337036.0,23886.0,1,0,20/5/14 17:59,,,0.0,0,,0,,0.172450763
56,2014-05-20 18:47:00,20/5/14 18:47,05-21-14-08-56-53.csv,328530,TSHCalS1,207.0,,TSH,0.1,0.1,-1.0,0.0,uIU/mL,20/5/14 18:47,20-May-14,20/5/14,Tue,May,2014,18:47:00,,,603170,50789.0,4.0,Serum,calibrator,14.0,17.0,17256.0,183,337036.0,23886.0,1,1,20/5/14 17:59,,,0.0,0,,0,,0.172450763
57,2014-05-20 18:48:00,20/5/14 18:48,05-21-14-08-56-53.csv,328530,TSHCalS1,207.0,,TSH,0.11,0.11,-0.958607315,0.0,uIU/mL,20/5/14 18:48,20-May-14,20/5/14,Tue,May,2014,18:48:00,,,603170,52259.0,4.0,Serum,calibrator,15.0,18.0,17256.0,183,337036.0,23886.0,1,1,20/5/14 17:59,,,0.0,0,,0,,0.172450763
58,2014-05-20 18:49:00,20/5/14 18:49,05-21-14-08-56-53.csv,328530,TSHCalS2,207.0,,TSH,0.48,0.48,-0.318758763,0.0,uIU/mL,20/5/14 18:49,20-May-14,20/5/14,Tue,May,2014,18:49:00,,,603170,194076.0,4.0,Serum,calibrator,16.0,19.0,17256.0,183,337036.0,23886.0,1,2,20/5/14 17:59,,,0.0,0,,0,,0.172450763
59,2014-05-20 18:49:00,20/5/14 18:49,05-21-14-08-56-53.csv,328530,TSHCalS2,207.0,,TSH,0.51,0.51,-0.292429824,0.0,uIU/mL,20/5/14 18:49,20-May-14,20/5/14,Tue,May,2014,18:49:00,,,603170,203148.0,4.0,Serum,calibrator,17.0,20.0,17256.0,183,337036.0,23886.0,1,2,20/5/14 17:59,,,0.0,0,,0,,0.172450763
60,2014-05-20 18:50:00,20/5/14 18:50,05-21-14-08-56-53.csv,328530,TSHCalS3,207.0,,TSH,4.19,4.19,0.622214023,-0.206060205,uIU/mL,20/5/14 18:50,20-May-14,20/5/14,Tue,May,2014,18:50:00,,,603170,1517821.0,4.0,Serum,calibrator,18.0,21.0,17256.0,183,337036.0,23886.0,1,3,20/5/14 17:59,,,0.0,0,,0,,0.172450763
61,2014-05-20 18:50:00,20/5/14 18:50,05-21-14-08-56-53.csv,328530,TSHCalS3,207.0,,TSH,4.1,4.1,0.612783857,-0.212692684,uIU/mL,20/5/14 18:50,20-May-14,20/5/14,Tue,May,2014,18:50:00,,,603170,1486183.0,4.0,Serum,calibrator,19.0,22.0,17256.0,183,337036.0,23886.0,1,3,20/5/14 17:59,,,0.0,0,,0,,0.172450763
62,2014-05-20 18:51:00,20/5/14 18:51,05-21-14-08-56-53.csv,328530,TSHCalS4,208.0,,TSH,9.45,9.45,0.975431809,-0.010803086000000002,uIU/mL,20/5/14 18:51,20-May-14,20/5/14,Tue,May,2014,18:51:00,,,603170,3238983.0,4.0,Serum,calibrator,20.0,23.0,17256.0,183,337036.0,23886.0,1,4,20/5/14 17:59,,,0.0,0,,0,,0.172450763
63,2014-05-20 18:52:00,20/5/14 18:52,05-21-14-08-56-53.csv,328530,TSHCalS5,208.0,,TSH,101.1,101.1,2.0047511559999998,0.302060473,uIU/mL,20/5/14 18:52,20-May-14,20/5/14,Tue,May,2014,18:52:00,,,603170,18956079.0,4.0,Serum,calibrator,22.0,25.0,17256.0,183,337036.0,23886.0,1,5,20/5/14 17:59,,,0.0,0,,0,,0.172450763
